"Ticker","Name","Asset.Class","Weight....","Price","Shares","Market.Value","Notional.Value","Sector","SEDOL","ISIN","Exchange","Date"
"ABC","AMERISOURCEBERGEN CORP","Equity",0.4114,"70.32","775,147","$54,508,337","54,508,337.04","Health Care","2795393","US03073E1055","New York Stock Exchange Inc.","31-Oct-2016"
"ABT","ABBOTT LABORATORIES","Equity",1.5544,"53.87","743","$40,025","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","31-Oct-2011"
"ABT","ABBOTT LABORATORIES","Equity",1.5562,"54.55","743","$40,531","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","30-Nov-2011"
"ABT","ABBOTT LABORATORIES","Equity",1.4938,"56.23","2,124","$119,433","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","30-Dec-2011"
"ABT","ABBOTT LABORATORIES","Equity",1.42,"54.15","2,836","$153,569","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","31-Jan-2012"
"ABT","ABBOTT LABORATORIES","Equity",1.4549,"56.61","3,550","$200,966","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","29-Feb-2012"
"ABT","ABBOTT LABORATORIES","Equity",1.5605,"61.29","5,030","$308,289","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","30-Mar-2012"
"ABT","ABBOTT LABORATORIES","Equity",1.5649,"62.06","7,217","$447,887","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","30-Apr-2012"
"ABT","ABBOTT LABORATORIES","Equity",1.5723,"61.79","17,757","$1,097,205","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","31-May-2012"
"ABT","ABBOTT LABORATORIES","Equity",1.4774,"64.47","46,421","$2,992,762","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","29-Jun-2012"
"ABT","ABBOTT LABORATORIES","Equity",1.5123,"66.31","78,002","$5,172,313","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","31-Jul-2012"
"ABT","ABBOTT LABORATORIES","Equity",1.4894,"65.54","80,969","$5,306,708","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","31-Aug-2012"
"ABT","ABBOTT LABORATORIES","Equity",1.5251,"68.56","81,292","$5,573,380","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","28-Sep-2012"
"ABT","ABBOTT LABORATORIES","Equity",1.467,"65.52","117,238","$7,681,434","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","31-Oct-2012"
"ABT","ABBOTT LABORATORIES","Equity",1.4552,"65","147,118","$9,562,670","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","30-Nov-2012"
"ABT","ABBOTT LABORATORIES","Equity",1.5411,"65.5","176,841","$11,583,086","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","31-Dec-2012"
"ABT","ABBOTT LABORATORIES","Equity",0.759,"33.88","280,059","$9,488,399","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","31-Jan-2013"
"ABT","ABBOTT LABORATORIES","Equity",0.7372,"33.79","374,313","$12,648,036","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","28-Feb-2013"
"ABT","ABBOTT LABORATORIES","Equity",0.7417,"35.32","543,127","$19,183,246","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","28-Mar-2013"
"ABT","ABBOTT LABORATORIES","Equity",0.7565,"36.92","756,133","$27,916,430","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","30-Apr-2013"
"ABT","ABBOTT LABORATORIES","Equity",0.7716,"36.67","817,013","$29,959,867","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","31-May-2013"
"ABT","ABBOTT LABORATORIES","Equity",1.448,"34.88","1,483,295","$51,737,330","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","28-Jun-2013"
"ABT","ABBOTT LABORATORIES","Equity",1.4699,"36.63","933,078","$34,178,647","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","31-Jul-2013"
"ABT","ABBOTT LABORATORIES","Equity",1.3821,"33.33","905,998","$30,196,913","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","30-Aug-2013"
"ABT","ABBOTT LABORATORIES","Equity",1.3395,"33.19","819,205","$27,189,414","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","30-Sep-2013"
"ABT","ABBOTT LABORATORIES","Equity",1.4111,"36.55","819,138","$29,939,494","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","31-Oct-2013"
"ABT","ABBOTT LABORATORIES","Equity",1.3738,"38.19","861,004","$32,881,743","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","29-Nov-2013"
"ABT","ABBOTT LABORATORIES","Equity",1.361,"38.33","857,944","$32,884,994","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","31-Dec-2013"
"ABT","ABBOTT LABORATORIES","Equity",1.3441,"36.66","866,919","$31,781,251","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","31-Jan-2014"
"ABT","ABBOTT LABORATORIES","Equity",1.3985,"39.78","849,722","$33,801,941","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","28-Feb-2014"
"ABT","ABBOTT LABORATORIES","Equity",1.3447,"38.51","851,588","$32,794,654","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","31-Mar-2014"
"ABT","ABBOTT LABORATORIES","Equity",1.3363,"38.74","875,563","$33,919,311","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","30-Apr-2014"
"ABT","ABBOTT LABORATORIES","Equity",1.3667,"40.01","958,955","$38,367,790","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","30-May-2014"
"ABT","ABBOTT LABORATORIES","Equity",1.3838,"40.9","893,125","$36,528,813","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","30-Jun-2014"
"ABT","ABBOTT LABORATORIES","Equity",1.4471,"42.12","884,305","$37,246,927","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","31-Jul-2014"
"ABT","ABBOTT LABORATORIES","Equity",1.3971,"42.24","905,971","$38,268,215","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","29-Aug-2014"
"ABT","ABBOTT LABORATORIES","Equity",1.3586,"41.59","931,887","$38,757,180","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","30-Sep-2014"
"ABT","ABBOTT LABORATORIES","Equity",1.3712,"43.59","1,030,987","$44,940,723","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","31-Oct-2014"
"ABT","ABBOTT LABORATORIES","Equity",1.1753,"44.51","900,399","$40,076,759","-","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","28-Nov-2014"
"ABT","ABBOTT LABORATORIES","Equity",1.1903,"45.02","947,928","$42,675,719","42,675,718.56","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","31-Dec-2014"
"ABT","ABBOTT LABORATORIES","Equity",1.1926,"44.76","1,128,562","$50,514,435","50,514,435.12","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","30-Jan-2015"
"ABT","ABBOTT LABORATORIES","Equity",1.2246,"47.37","1,185,687","$56,165,993","56,165,993.19","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","27-Feb-2015"
"ABT","ABBOTT LABORATORIES","Equity",1.2185,"46.33","1,226,802","$56,837,737","56,837,736.66","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","31-Mar-2015"
"ABT","ABBOTT LABORATORIES","Equity",1.2281,"46.42","1,294,072","$60,070,822","60,070,822.24","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","30-Apr-2015"
"ABT","ABBOTT LABORATORIES","Equity",1.2717,"48.6","1,303,315","$63,341,109","63,341,109.00","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","29-May-2015"
"ABT","ABBOTT LABORATORIES","Equity",1.3181,"49.08","1,296,077","$63,611,459","63,611,459.16","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","30-Jun-2015"
"ABT","ABBOTT LABORATORIES","Equity",1.3151,"50.69","1,373,393","$69,617,291","69,617,291.17","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","31-Jul-2015"
"ABT","ABBOTT LABORATORIES","Equity",1.2261,"45.29","1,589,668","$71,996,064","71,996,063.72","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","31-Aug-2015"
"ABT","ABBOTT LABORATORIES","Equity",1.1001,"40.22","1,656,007","$66,604,602","66,604,601.54","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","30-Sep-2015"
"ABT","ABBOTT LABORATORIES","Equity",1.1588,"44.8","1,694,449","$75,911,315","75,911,315.20","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","30-Oct-2015"
"ABT","ABBOTT LABORATORIES","Equity",0.9757,"44.92","1,480,954","$66,524,454","66,524,453.68","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","30-Nov-2015"
"ABT","ABBOTT LABORATORIES","Equity",0.9766,"44.91","1,561,254","$70,115,917","70,115,917.14","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","31-Dec-2015"
"ABT","ABBOTT LABORATORIES","Equity",0.8385,"37.85","1,723,587","$65,237,768","65,237,767.95","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","29-Jan-2016"
"ABT","ABBOTT LABORATORIES","Equity",0.8537,"38.74","2,148,880","$83,247,611","83,247,611.20","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","29-Feb-2016"
"ABT","ABBOTT LABORATORIES","Equity",0.8782,"41.83","2,370,751","$99,168,514","99,168,514.33","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","31-Mar-2016"
"ABT","ABBOTT LABORATORIES","Equity",0.8234,"38.9","2,626,689","$102,178,202","102,178,202.10","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","29-Apr-2016"
"ABT","ABBOTT LABORATORIES","Equity",0.5936,"39.63","1,984,902","$78,661,666","78,661,666.26","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","31-May-2016"
"ABT","ABBOTT LABORATORIES","Equity",0.5659,"39.31","2,123,016","$83,455,759","83,455,758.96","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","30-Jun-2016"
"ABT","ABBOTT LABORATORIES","Equity",0.6356,"44.75","2,176,726","$97,408,489","97,408,488.50","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","29-Jul-2016"
"ABT","ABBOTT LABORATORIES","Equity",0.6094,"42.02","2,116,279","$88,926,044","88,926,043.58","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","31-Aug-2016"
"ABT","ABBOTT LABORATORIES","Equity",0.6224,"42.29","2,138,299","$90,428,665","90,428,664.71","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","30-Sep-2016"
"ABT","ABBOTT LABORATORIES","Equity",0.5948,"39.24","2,008,644","$78,819,191","78,819,190.56","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","31-Oct-2016"
"ABT","ABBOTT LABORATORIES","Equity",0.5082,"38.07","1,677,654","$63,868,288","63,868,287.78","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","30-Nov-2016"
"ABT","ABBOTT LABORATORIES","Equity",0.5008,"38.41","1,601,302","$61,506,010","61,506,009.82","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","30-Dec-2016"
"ABT","ABBOTT LABORATORIES","Equity",0.5352,"39.7","1,660,595","$65,925,622","65,925,621.50","Health Care","2002305","US0028241000","New York Stock Exchange Inc.","05-Jan-2017"
"ACE","ACE LTD","Equity",0.2649,"114.88","82,675","$9,497,704","9,497,704.00","Financials","B3BQMF6","CH0044328745","New York Stock Exchange Inc.","31-Dec-2014"
"ACE","ACE LTD","Equity",0.2512,"107.96","98,531","$10,637,407","10,637,406.76","Financials","B3BQMF6","CH0044328745","New York Stock Exchange Inc.","30-Jan-2015"
"ACE","ACE LTD","Equity",0.2538,"114.01","102,076","$11,637,685","11,637,684.76","Financials","B3BQMF6","CH0044328745","New York Stock Exchange Inc.","27-Feb-2015"
"ACE","ACE LTD","Equity",0.253,"111.49","105,852","$11,801,439","11,801,439.48","Financials","B3BQMF6","CH0044328745","New York Stock Exchange Inc.","31-Mar-2015"
"ACE","ACE LTD","Equity",0.2443,"106.99","111,680","$11,948,643","11,948,643.20","Financials","B3BQMF6","CH0044328745","New York Stock Exchange Inc.","30-Apr-2015"
"ACE","ACE LTD","Equity",0.24,"106.48","112,246","$11,951,954","11,951,954.08","Financials","B3BQMF6","CH0044328745","New York Stock Exchange Inc.","29-May-2015"
"ACE","ACE LTD","Equity",0.2345,"101.68","111,309","$11,317,899","11,317,899.12","Financials","B3BQMF6","CH0044328745","New York Stock Exchange Inc.","30-Jun-2015"
"ACE","ACE LTD","Equity",0.2428,"108.77","118,191","$12,855,635","12,855,635.07","Financials","B3BQMF6","CH0044328745","New York Stock Exchange Inc.","31-Jul-2015"
"ACE","ACE LTD","Equity",0.2401,"102.16","138,025","$14,100,634","14,100,634.00","Financials","B3BQMF6","CH0044328745","New York Stock Exchange Inc.","31-Aug-2015"
"ACE","ACE LTD","Equity",0.247,"103.4","144,604","$14,952,054","14,952,053.60","Financials","B3BQMF6","CH0044328745","New York Stock Exchange Inc.","30-Sep-2015"
"ACE","ACE LTD","Equity",0.2559,"113.54","147,644","$16,763,500","16,763,499.76","Financials","B3BQMF6","CH0044328745","New York Stock Exchange Inc.","30-Oct-2015"
"ACE","ACE LTD","Equity",0.2613,"114.85","155,113","$17,814,728","17,814,728.05","Financials","B3BQMF6","CH0044328745","New York Stock Exchange Inc.","30-Nov-2015"
"ACE","ACE LTD","Equity",0.2661,"116.85","163,473","$19,101,820","19,101,820.05","Financials","B3BQMF6","CH0044328745","New York Stock Exchange Inc.","31-Dec-2015"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.7767,"35.97","556","$19,999","-","Financials","2740542","BMG0450A1053","NASDAQ","31-Oct-2011"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.8063,"37.77","556","$21,000","-","Financials","2740542","BMG0450A1053","NASDAQ","30-Nov-2011"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.7753,"37.23","1,665","$61,988","-","Financials","2740542","BMG0450A1053","NASDAQ","30-Dec-2011"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.7413,"36.05","2,224","$80,175","-","Financials","2740542","BMG0450A1053","NASDAQ","31-Jan-2012"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.747,"37.05","2,785","$103,184","-","Financials","2740542","BMG0450A1053","NASDAQ","29-Feb-2012"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.761,"37.24","4,037","$150,338","-","Financials","2740542","BMG0450A1053","NASDAQ","30-Mar-2012"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.781,"39.28","5,691","$223,542","-","Financials","2740542","BMG0450A1053","NASDAQ","30-Apr-2012"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.7683,"38.23","14,025","$536,176","-","Financials","2740542","BMG0450A1053","NASDAQ","31-May-2012"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.8131,"39.69","41,502","$1,647,214","-","Financials","2740542","BMG0450A1053","NASDAQ","29-Jun-2012"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.7809,"38.8","68,834","$2,670,759","-","Financials","2740542","BMG0450A1053","NASDAQ","31-Jul-2012"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.8042,"39.91","71,799","$2,865,498","-","Financials","2740542","BMG0450A1053","NASDAQ","31-Aug-2012"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.8343,"41.68","73,148","$3,048,809","-","Financials","2740542","BMG0450A1053","NASDAQ","28-Sep-2012"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.8898,"44.15","105,524","$4,658,885","-","Financials","2740542","BMG0450A1053","NASDAQ","31-Oct-2012"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.9087,"45.1","132,414","$5,971,871","-","Financials","2740542","BMG0450A1053","NASDAQ","30-Nov-2012"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.9095,"44.02","155,289","$6,835,822","-","Financials","2740542","BMG0450A1053","NASDAQ","31-Dec-2012"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.9131,"46.42","245,889","$11,414,167","-","Financials","2740542","BMG0450A1053","NASDAQ","31-Jan-2013"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.941,"49.12","328,689","$16,145,204","-","Financials","2740542","BMG0450A1053","NASDAQ","28-Feb-2013"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.9642,"52.57","474,351","$24,936,632","-","Financials","2740542","BMG0450A1053","NASDAQ","28-Mar-2013"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.9494,"53.06","660,290","$35,034,987","-","Financials","2740542","BMG0450A1053","NASDAQ","30-Apr-2013"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.9409,"51.21","713,438","$36,535,160","-","Financials","2740542","BMG0450A1053","NASDAQ","31-May-2013"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.9083,"51.41","631,295","$32,454,876","-","Financials","2740542","BMG0450A1053","NASDAQ","28-Jun-2013"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.9245,"54.15","397,013","$21,498,254","-","Financials","2740542","BMG0450A1053","NASDAQ","31-Jul-2013"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.9406,"53.31","385,493","$20,550,632","-","Financials","2740542","BMG0450A1053","NASDAQ","30-Aug-2013"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.9376,"54.13","351,582","$19,031,134","-","Financials","2740542","BMG0450A1053","NASDAQ","30-Sep-2013"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.9608,"57.96","351,745","$20,387,140","-","Financials","2740542","BMG0450A1053","NASDAQ","31-Oct-2013"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.934,"58.83","379,981","$22,354,282","-","Financials","2740542","BMG0450A1053","NASDAQ","29-Nov-2013"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.9354,"59.69","378,625","$22,600,126","-","Financials","2740542","BMG0450A1053","NASDAQ","31-Dec-2013"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.8709,"53.81","382,688","$20,592,441","-","Financials","2740542","BMG0450A1053","NASDAQ","31-Jan-2014"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.8707,"56.12","374,992","$21,044,551","-","Financials","2740542","BMG0450A1053","NASDAQ","28-Feb-2014"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.8918,"57.54","377,993","$21,749,717","-","Financials","2740542","BMG0450A1053","NASDAQ","31-Mar-2014"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.8776,"57.32","388,631","$22,276,329","-","Financials","2740542","BMG0450A1053","NASDAQ","30-Apr-2014"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.8631,"56.93","425,641","$24,231,742","-","Financials","2740542","BMG0450A1053","NASDAQ","30-May-2014"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.8481,"57.44","389,752","$22,387,355","-","Financials","2740542","BMG0450A1053","NASDAQ","30-Jun-2014"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.8007,"53.45","385,597","$20,610,160","-","Financials","2740542","BMG0450A1053","NASDAQ","31-Jul-2014"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.8017,"55.58","395,092","$21,959,213","-","Financials","2740542","BMG0450A1053","NASDAQ","29-Aug-2014"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.8026,"54.72","418,437","$22,896,873","-","Financials","2740542","BMG0450A1053","NASDAQ","30-Sep-2014"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.7956,"56.32","462,962","$26,074,020","-","Financials","2740542","BMG0450A1053","NASDAQ","31-Oct-2014"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.7873,"57.32","468,371","$26,847,026","-","Financials","2740542","BMG0450A1053","NASDAQ","28-Nov-2014"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.809,"59.1","490,754","$29,003,561","29,003,561.40","Financials","2740542","BMG0450A1053","NASDAQ","31-Dec-2014"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.7997,"57.97","584,252","$33,869,088","33,869,088.44","Financials","2740542","BMG0450A1053","NASDAQ","30-Jan-2015"
"ACGL","ARCH CAPITAL GROUP LTD","Equity",0.7554,"59.16","585,650","$34,647,054","34,647,054.00","Financials","2740542","BMG0450A1053","NASDAQ","27-Feb-2015"
